"canonical_url","date_published","domain","from_user_id","from_user_screen_name","id","is_mention","site_type","title","to_user_id","to_user_screen_name","tweet_created_at","tweet_id","tweet_type","url_id","tag"
"https://beforeitsnews.com/politics/2020/11/trump-win-validated-by-quantum-blockchain-system-recount-of-votes-3217468.html","2020-11-08T20:01:48.000Z","beforeitsnews.com","25073877","realDonaldTrump",2176949,FALSE,"claim","Trump Win Validated by Quantum Blockchain System Recount of Votes | Politics","44947183","sylvielaflamme","2020-11-10T08:00:42.000Z","1326072277541265409","quote",97144055,"clickbait"
"https://beforeitsnews.com/politics/2020/11/trump-win-validated-by-quantum-blockchain-system-recount-of-votes-3217468.html","2020-11-08T20:01:48.000Z","beforeitsnews.com","770781940341288960","RudyGiuliani",2176949,FALSE,"claim","Trump Win Validated by Quantum Blockchain System Recount of Votes | Politics","117216960","jfl1950","2020-11-10T16:17:45.000Z","1326197363329822720","quote",97144055,"clickbait"
"https://beforeitsnews.com/politics/2020/11/trump-win-validated-by-quantum-blockchain-system-recount-of-votes-3217468.html","2020-11-08T20:01:48.000Z","beforeitsnews.com","39349894","EricTrump",2176949,FALSE,"claim","Trump Win Validated by Quantum Blockchain System Recount of Votes | Politics","117216960","jfl1950","2020-11-10T16:19:53.000Z","1326197899982639105","quote",97144055,"clickbait"
"https://beforeitsnews.com/politics/2020/11/trump-win-validated-by-quantum-blockchain-system-recount-of-votes-3217468.html","2020-11-08T20:01:48.000Z","beforeitsnews.com","90480218","RichardGrenell",2176949,FALSE,"claim","Trump Win Validated by Quantum Blockchain System Recount of Votes | Politics","44947183","sylvielaflamme","2020-11-10T08:27:19.000Z","1326078974208974850","quote",97144055,"clickbait"
"https://beforeitsnews.com/politics/2020/11/trump-win-validated-by-quantum-blockchain-system-recount-of-votes-3217468.html","2020-11-08T20:01:48.000Z","beforeitsnews.com","939091","JoeBiden",2176949,FALSE,"claim","Trump Win Validated by Quantum Blockchain System Recount of Votes | Politics","96275626","WebSuccess4You","2020-11-09T01:50:26.000Z","1325616707075895296","quote",97144055,"clickbait"
"https://beforeitsnews.com/politics/2020/11/trump-win-validated-by-quantum-blockchain-system-recount-of-votes-3217468.html","2020-11-08T20:01:48.000Z","beforeitsnews.com","41634520","seanhannity",2176949,FALSE,"claim","Trump Win Validated by Quantum Blockchain System Recount of Votes | Politics","44947183","sylvielaflamme","2020-11-10T07:29:10.000Z","1326064339799912448","quote",97144055,"clickbait"
"https://beforeitsnews.com/politics/2020/11/trump-win-validated-by-quantum-blockchain-system-recount-of-votes-3217468.html","2020-11-08T20:01:48.000Z","beforeitsnews.com","38495835","marklevinshow",2176949,FALSE,"claim","Trump Win Validated by Quantum Blockchain System Recount of Votes | Politics","44947183","sylvielaflamme","2020-11-10T07:30:52.000Z","1326064768566915072","quote",97144055,"clickbait"
"https://beforeitsnews.com/politics/2020/11/trump-win-validated-by-quantum-blockchain-system-recount-of-votes-3217468.html","2020-11-08T20:01:48.000Z","beforeitsnews.com","457984599","BreitbartNews",2176949,FALSE,"claim","Trump Win Validated by Quantum Blockchain System Recount of Votes | Politics","44947183","sylvielaflamme","2020-11-10T05:42:11.000Z","1326037417879547904","quote",97144055,"clickbait"
"https://beforeitsnews.com/politics/2020/11/trump-win-validated-by-quantum-blockchain-system-recount-of-votes-3217468.html","2020-11-08T20:01:48.000Z","beforeitsnews.com","807095","nytimes",2176949,FALSE,"claim","Trump Win Validated by Quantum Blockchain System Recount of Votes | Politics","96275626","WebSuccess4You","2020-11-09T01:55:58.000Z","1325618099270266880","quote",97144055,"clickbait"
"https://beforeitsnews.com/politics/2020/11/trump-win-validated-by-quantum-blockchain-system-recount-of-votes-3217468.html","2020-11-08T20:01:48.000Z","beforeitsnews.com","807095","nytimes",2176949,FALSE,"claim","Trump Win Validated by Quantum Blockchain System Recount of Votes | Politics","96275626","WebSuccess4You","2020-11-09T02:17:53.000Z","1325623614079594496","quote",97144055,"clickbait"
